SalesOrderID,SalesOrderDetailID,LineTotal,ProductID,OrderQty
43660,13,419.458900,762,1
43660,14,874.794000,758,1
43661,15,809.760000,745,1
43661,16,714.704300,743,1
43661,19,115.361600,715,4
43661,29,100.932500,708,5
43662,32,367.876400,730,2
43662,34,551.814600,725,3
43662,37,838.917800,768,2
43662,39,874.794000,756,1
43662,41,356.898000,732,1
43662,43,183.938200,729,1
43662,44,535.742400,722,3
43662,47,183.938200,726,1
43662,48,356.898000,733,1
43662,49,178.580800,738,1
43662,51,874.794000,755,1
43663,52,419.458900,760,1
43666,71,419.458900,764,1
43666,73,356.898000,732,1
43666,74,874.794000,756,1
43666,75,838.917800,768,2
43666,76,419.458900,766,1
43668,85,173.042400,715,6
43668,91,367.876400,729,2
43668,94,838.917800,770,2
43668,95,551.814600,726,3
43668,96,838.917800,764,2
43668,97,838.917800,766,2
43668,98,367.876400,725,2
43668,100,838.917800,768,2
43668,104,535.742400,738,3
43668,105,115.361600,714,4
43668,106,535.742400,722,3
43669,110,714.704300,747,1
43671,117,874.794000,756,1
43671,118,838.917800,768,2
43671,119,713.796000,732,2
43671,120,838.917800,763,2
43671,122,838.917800,764,2
43673,129,874.794000,754,1
43673,131,183.938200,729,1
43673,132,838.917800,761,2
43673,133,419.458900,762,1
43673,134,357.161600,738,2
43673,135,838.917800,770,2
43675,142,100.932500,711,5
43675,143,357.161600,738,2
43675,145,838.917800,762,2
43675,148,874.794000,754,1
43677,157,874.794000,758,1
43677,158,419.458900,770,1
43677,161,838.917800,765,2
43677,162,419.458900,763,1
43677,165,874.794000,754,1
43677,166,367.876400,729,2
43678,167,419.458900,760,1
43678,168,357.161600,738,2
43678,169,419.458900,765,1
43678,170,713.796000,732,2
43678,172,838.917800,761,2
43678,175,367.876400,729,2
43678,176,874.794000,756,1
43678,177,367.876400,725,2
43678,179,419.458900,770,1
43678,182,874.794000,754,1
43678,183,874.794000,755,1
43679,186,419.458900,760,1
43679,187,838.917800,770,2
43680,191,357.161600,738,2
43680,193,183.938200,729,1
43680,196,367.876400,725,2
43680,197,874.794000,758,1
43680,198,419.458900,761,1
43680,203,419.458900,763,1
43681,204,173.042400,715,6
43681,206,356.898000,732,1
43681,208,183.938200,729,1
43681,211,367.876400,730,2
43681,213,419.458900,768,1
43681,214,838.917800,761,2
43681,215,357.161600,738,2
43681,218,838.917800,764,2
43681,219,838.917800,760,2
43681,220,874.794000,756,1
43681,223,183.938200,725,1
43682,226,419.458900,762,1
43682,227,838.917800,760,2
43682,228,838.917800,770,2
43684,244,838.917800,762,2
43684,245,419.458900,760,1
43684,247,419.458900,770,1
43684,248,419.458900,763,1
43685,250,419.458900,763,1
43685,251,874.794000,754,1
43685,252,183.938200,725,1
43686,254,419.458900,762,1
43686,255,419.458900,770,1
43687,256,419.458900,768,1
43687,257,838.917800,765,2
43688,258,183.938200,725,1
43688,259,838.917800,760,2
43688,261,178.580800,738,1
43688,262,419.458900,763,1
43688,263,367.876400,729,2
43688,267,419.458900,770,1
43689,270,357.161600,738,2
43689,271,367.876400,725,2
43689,275,838.917800,770,2
43689,277,551.814600,726,3
43689,278,178.580800,722,1
43689,280,367.876400,729,2
43689,281,367.876400,730,2
43689,282,713.796000,732,2
43689,284,838.917800,768,2
43689,285,838.917800,761,2
43690,291,419.458900,770,1
43690,293,838.917800,760,2
43691,294,874.794000,758,1
43692,296,183.938200,725,1
43692,298,367.876400,730,2
43692,299,288.404000,715,10
43692,300,419.458900,768,1
43692,302,357.161600,738,2
43692,308,115.361600,714,4
43692,311,115.361600,716,4
43692,312,838.917800,765,2
43692,313,419.458900,764,1
43692,315,419.458900,766,1
43692,316,178.580800,722,1
43692,319,419.458900,763,1
43692,320,367.876400,729,2
43692,322,367.876400,726,2
43694,343,100.932500,711,5
43695,346,714.704300,747,1
43695,347,722.594900,742,1
43696,352,419.458900,762,1
43700,356,699.098200,767,1
43708,364,699.098200,764,1
43717,373,699.098200,767,1
43723,379,699.098200,765,1
43726,382,699.098200,765,1
43756,412,699.098200,765,1
43771,427,699.098200,764,1
43779,435,699.098200,762,1
43796,452,699.098200,770,1
43805,461,699.098200,763,1
43823,479,699.098200,770,1
43824,480,699.098200,768,1
43827,483,699.098200,768,1
43836,492,699.098200,761,1
43840,496,699.098200,762,1
43843,504,818.700000,741,1
43843,505,809.760000,745,1
43845,513,183.938200,725,1
