43659,8,86.521200,714,3
43659,9,28.840400,716,1
43659,10,34.200000,709,6
43659,11,10.373000,712,2
43659,12,80.746000,711,4
43661,18,20.746000,712,4
43661,23,40.373000,711,2
43661,27,57.680800,716,2
43664,55,28.840400,714,1
43664,56,28.840400,716,1
43665,61,40.373000,711,2
43665,63,20.186500,707,1
43665,64,57.680800,715,2
43665,66,10.373000,712,2
43665,69,34.200000,709,6
43667,77,17.100000,710,3
43668,87,40.373000,707,2
43668,88,40.373000,711,2
43668,90,20.746000,712,4
43668,99,28.840400,716,1
43668,107,20.186500,708,1
43670,111,5.700000,710,1
43670,112,11.400000,709,2
43671,116,57.680800,714,2
43671,123,28.840400,716,1
43671,124,20.186500,711,1
43671,125,20.186500,708,1
43672,126,34.200000,709,6
43673,130,86.521200,715,3
43673,136,5.186500,712,1
43673,137,40.373000,708,2
43673,138,20.186500,711,1
43673,139,80.746000,707,4
43675,144,20.186500,708,1
43675,147,10.373000,712,2
43675,149,86.521200,715,3
43676,152,5.700000,710,1
43676,154,22.800000,709,4
43677,155,86.521200,715,3
43677,159,40.373000,708,2
43677,163,25.932500,712,5
43677,164,20.186500,707,1
43678,173,15.559500,712,3
43678,174,80.746000,708,4
43678,178,28.840400,716,1
43678,181,57.680800,715,2
43678,184,60.559500,711,3
43678,185,20.186500,707,1
43679,188,57.680800,715,2
43680,192,80.746000,707,4
43680,194,20.186500,711,1
43680,195,57.680800,715,2
43680,200,40.373000,708,2
43680,202,15.559500,712,3
43681,207,20.186500,707,1
43681,209,40.373000,708,2
43681,217,57.680800,714,2
43681,221,57.680800,716,2
43681,222,40.373000,711,2
43681,224,10.373000,712,2
43682,229,28.840400,715,1
43683,231,57.680800,715,2
43683,234,20.186500,708,1
43683,235,40.373000,711,2
43683,236,15.559500,712,3
43683,240,60.559500,707,3
43683,242,34.200000,709,6
43690,290,28.840400,715,1
43690,292,10.373000,712,2
43692,304,60.559500,708,3
43692,307,31.119000,712,6
43692,318,60.559500,711,3
43692,321,80.746000,707,4
43693,323,86.521200,716,3
43693,325,34.200000,709,6
43693,326,40.373000,707,2
43693,328,40.373000,708,2
43694,335,57.680800,715,2
43694,337,86.521200,716,3
43694,338,20.186500,707,1
43694,339,20.186500,708,1
43694,342,5.186500,712,1
43695,350,11.400000,709,2
43843,507,11.400000,709,2
43845,514,86.521200,715,3
43845,522,20.746000,712,4
43846,524,5.186500,712,1
43847,527,28.840400,715,1
43847,528,5.186500,712,1
43849,536,28.840400,714,1
43849,539,20.186500,711,1
43849,543,20.186500,707,1
43849,545,20.186500,708,1
43851,559,20.186500,711,1
43851,561,20.186500,707,1
43851,567,5.186500,712,1
43851,568,60.559500,708,3
43856,590,11.400000,709,2
43857,596,28.840400,715,1
43857,597,15.559500,712,3
43857,598,28.840400,716,1
43857,600,40.373000,711,2
43857,601,20.186500,708,1
43857,605,40.373000,707,2
43859,619,28.840400,715,1
43861,646,80.746000,711,4
43861,655,46.678500,712,9
43861,657,80.746000,707,4
43861,659,86.521200,714,3
43861,661,60.559500,708,3
43862,670,22.800000,709,4
43863,672,5.186500,712,1
43865,694,15.559500,712,3
43866,700,11.400000,709,2
43867,701,20.186500,708,1
43867,704,57.680800,715,2
43867,706,11.400000,709,2
43867,707,86.521200,714,3
43867,709,40.373000,711,2
43867,710,20.186500,707,1
43867,712,20.746000,712,4
43867,718,28.840400,716,1
43870,732,86.521200,715,3
43871,735,5.186500,712,1
43871,738,40.373000,707,2
43871,742,57.680800,715,2
43871,745,80.746000,708,4
43871,748,80.746000,711,4
43872,750,20.186500,708,1
43872,754,40.373000,711,2
43872,755,80.746000,707,4
43872,764,20.746000,712,4
43873,781,40.373000,711,2
43873,786,28.840400,716,1
43873,788,28.840400,714,1
43875,797,11.400000,709,2
43875,798,57.680800,715,2
43875,801,40.373000,707,2
